"resource","consumer"
"Amphora ovalis","Potamophylax rotundipennis"
"Amphora ovalis","Potamopyrgus"
"Amphora ovalis","Rhyacophila septentrionis"
"Amphora ovalis","Serratella ignita"
"Amphora ovalis","Sericostoma personatum"
"Amphora ovalis","Silo nigricornis"
"Amphora ovalis","Simuliidae gra"
"Amphora ovalis","Tanypodinae"
"Amphora pediculus","Agapetus fuscipes"
"Amphora pediculus","Agapetus ochripes"
"Amphora pediculus","Ancylus"
"Amphora pediculus","Oligochaetae"
"Amphora pediculus","Baetis sp."
"Amphora pediculus","Caenis rivulorum"
"Amphora pediculus","Ceratopogonidae"
"Amphora pediculus","Chironomidae"
"Amphora pediculus","Ecclisopteryx gluttalata"
"Amphora pediculus","Elmis aenea Lv."
"Amphora pediculus","Ephemera danica"
"Amphora pediculus","Erpobdella"
"Amphora pediculus","Gammarus"
"Amphora pediculus","Gasterosteus"
"Amphora pediculus","Glossiphonia"
"Amphora pediculus","Heptagenia sulphurea"
"Amphora pediculus","Hydropsyche pellucidula"
"Amphora pediculus","Hydropsyche siltalai"
"Amphora pediculus","Lampetra planeri"
"Amphora pediculus","Leuctra hippopus"
"Amphora pediculus","Limnius volckmari Lv."
"Amphora pediculus","Odontocerum albicorne"
"Amphora pediculus","Phoxinus phoxinus"
"Amphora pediculus","Pisidium"
"Amphora pediculus","Potamophylax rotundipennis"
"Amphora pediculus","Potamopyrgus"
"Amphora pediculus","Rhyacophila septentrionis"
"Amphora pediculus","Serratella ignita"
"Amphora pediculus","Sericostoma personatum"
"Amphora pediculus","Silo nigricornis"
"Amphora pediculus","Simuliidae gra"
"Amphora pediculus","Tanypodinae"
"Ancylus","Anguilla anguilla"
"Ancylus","Phoxinus phoxinus"
"Ancylus","Salmo trutta"
"Anguilla anguilla","Phoxinus phoxinus"
"Anguilla anguilla","Salmo trutta"
"Oligochaetae","Erpobdella"
"Oligochaetae","Gasterosteus"
"Oligochaetae","Glossiphonia"
"Oligochaetae","Lampetra planeri"
"Oligochaetae","Phoxinus phoxinus"
"Oligochaetae","Salmo trutta"
"Oligochaetae","Tanypodinae"
"Baetis sp.","Phoxinus phoxinus"
"Baetis sp.","Anguilla anguilla"
"Baetis sp.","Cottus gobio"
"Baetis sp.","Gammarus"
"Baetis sp.","Salmo trutta"
"Ceratopogonidae","Dicranota sp."
"Ceratopogonidae","Phoxinus phoxinus"
"Ceratopogonidae","Salmo trutta"
"Chironomidae","Cottus gobio"
"Chironomidae","Gammarus"
"Chironomidae","Isoperla grammatica"
"Chironomidae","Phoxinus phoxinus"
"Chironomidae","Salmo trutta"
"Chironomidae","Anguilla anguilla"
"Chironomidae","Erpobdella"
"Chironomidae","Hydracarina"
"Chironomidae","Tanypodinae"
"Cocconeis placentula","Agapetus fuscipes"
"Cocconeis placentula","Agapetus ochripes"
"Cocconeis placentula","Ancylus"
"Cocconeis placentula","Oligochaetae"
"Cocconeis placentula","Baetis sp."
"Cocconeis placentula","Caenis rivulorum"
"Cocconeis placentula","Ceratopogonidae"
"Cocconeis placentula","Chironomidae"
"Cocconeis placentula","Ecclisopteryx gluttalata"
"Cocconeis placentula","Elmis aenea Lv."
"Cocconeis placentula","Ephemera danica"
"Cocconeis placentula","Erpobdella"
"Cocconeis placentula","Gammarus"
"Cocconeis placentula","Gasterosteus"
"Cocconeis placentula","Glossiphonia"
"Cocconeis placentula","Heptagenia sulphurea"
"Cocconeis placentula","Hydropsyche pellucidula"
"Cocconeis placentula","Hydropsyche siltalai"
"Cocconeis placentula","Lampetra planeri"
"Cocconeis placentula","Leuctra hippopus"
"Cocconeis placentula","Limnius volckmari Lv."
"Cocconeis placentula","Odontocerum albicorne"
"Cocconeis placentula","Phoxinus phoxinus"
"Cocconeis placentula","Pisidium"
"Cocconeis placentula","Potamophylax rotundipennis"
"Cocconeis placentula","Potamopyrgus"
"Cocconeis placentula","Rhyacophila septentrionis"
"Cocconeis placentula","Serratella ignita"
"Cocconeis placentula","Sericostoma personatum"
"Cocconeis placentula","Silo nigricornis"
"Cocconeis placentula","Simuliidae gra"
"Cocconeis placentula","Tanypodinae"
"Cottus gobio","Anguilla anguilla"
"Cottus gobio","Phoxinus phoxinus"
"Cottus gobio","Salmo trutta"
"Cymbella lanceolata","Agapetus fuscipes"
"Cymbella lanceolata","Agapetus ochripes"
"Cymbella lanceolata","Ancylus"
"Cymbella lanceolata","Oligochaetae"
"Cymbella lanceolata","Baetis sp."
"Cymbella lanceolata","Caenis rivulorum"
"Cymbella lanceolata","Ceratopogonidae"
"Cymbella lanceolata","Chironomidae"
"Cymbella lanceolata","Ecclisopteryx gluttalata"
"Cymbella lanceolata","Elmis aenea Lv."
"Cymbella lanceolata","Ephemera danica"
"Cymbella lanceolata","Erpobdella"
"Cymbella lanceolata","Gammarus"
"Cymbella lanceolata","Gasterosteus"
"Cymbella lanceolata","Glossiphonia"
"Cymbella lanceolata","Heptagenia sulphurea"
"Cymbella lanceolata","Hydropsyche pellucidula"
"Cymbella lanceolata","Hydropsyche siltalai"
"Cymbella lanceolata","Lampetra planeri"
"Cymbella lanceolata","Leuctra hippopus"
"Cymbella lanceolata","Limnius volckmari Lv."
"Cymbella lanceolata","Odontocerum albicorne"
"Cymbella lanceolata","Phoxinus phoxinus"
"Cymbella lanceolata","Pisidium"
"Cymbella lanceolata","Potamophylax rotundipennis"
"Cymbella lanceolata","Potamopyrgus"
"Cymbella lanceolata","Rhyacophila septentrionis"
"Cymbella lanceolata","Serratella ignita"
"Cymbella lanceolata","Sericostoma personatum"
"Cymbella lanceolata","Silo nigricornis"
"Cymbella lanceolata","Simuliidae gra"
"Cymbella lanceolata","Tanypodinae"
"Cymbella minuta","Agapetus fuscipes"
"Cymbella minuta","Agapetus ochripes"
"Cymbella minuta","Ancylus"
"Cymbella minuta","Oligochaetae"
"Cymbella minuta","Baetis sp."
"Cymbella minuta","Caenis rivulorum"
"Cymbella minuta","Ceratopogonidae"
"Cymbella minuta","Chironomidae"
"Cymbella minuta","Ecclisopteryx gluttalata"
"Cymbella minuta","Elmis aenea Lv."
"Cymbella minuta","Ephemera danica"
"Cymbella minuta","Erpobdella"
"Cymbella minuta","Gammarus"
"Cymbella minuta","Gasterosteus"
"Cymbella minuta","Glossiphonia"
"Cymbella minuta","Heptagenia sulphurea"
"Cymbella minuta","Hydropsyche pellucidula"
"Cymbella minuta","Hydropsyche siltalai"
"Cymbella minuta","Lampetra planeri"
"Cymbella minuta","Leuctra hippopus"
"Cymbella minuta","Limnius volckmari Lv."
"Cymbella minuta","Odontocerum albicorne"
"Cymbella minuta","Phoxinus phoxinus"
"Cymbella minuta","Pisidium"
"Cymbella minuta","Potamophylax rotundipennis"
"Cymbella minuta","Potamopyrgus"
"Cymbella minuta","Rhyacophila septentrionis"
"Cymbella minuta","Serratella ignita"
"Cymbella minuta","Sericostoma personatum"
"Cymbella minuta","Silo nigricornis"
"Cymbella minuta","Simuliidae gra"
"Cymbella minuta","Tanypodinae"
"Cymbella solea","Agapetus fuscipes"
"Cymbella solea","Agapetus ochripes"
"Cymbella solea","Ancylus"
"Cymbella solea","Oligochaetae"
"Cymbella solea","Baetis sp."
"Cymbella solea","Caenis rivulorum"
"Cymbella solea","Ceratopogonidae"
"Cymbella solea","Chironomidae"
"Cymbella solea","Ecclisopteryx gluttalata"
"Cymbella solea","Elmis aenea Lv."
"Cymbella solea","Ephemera danica"
"Cymbella solea","Erpobdella"
"Cymbella solea","Gammarus"
"Cymbella solea","Gasterosteus"
"Cymbella solea","Glossiphonia"
"Cymbella solea","Heptagenia sulphurea"
"Cymbella solea","Hydropsyche pellucidula"
"Cymbella solea","Hydropsyche siltalai"
"Cymbella solea","Lampetra planeri"
"Cymbella solea","Leuctra hippopus"
"Cymbella solea","Limnius volckmari Lv."
"Cymbella solea","Odontocerum albicorne"
"Cymbella solea","Phoxinus phoxinus"
"Cymbella solea","Pisidium"
"Cymbella solea","Potamophylax rotundipennis"
"Cymbella solea","Potamopyrgus"
"Cymbella solea","Rhyacophila septentrionis"
"Cymbella solea","Serratella ignita"
"Cymbella solea","Sericostoma personatum"
"Cymbella solea","Silo nigricornis"
"Cymbella solea","Simuliidae gra"
"Cymbella solea","Tanypodinae"
"Diatoma vulgaris","Agapetus fuscipes"
"Diatoma vulgaris","Agapetus ochripes"
"Diatoma vulgaris","Ancylus"
"Diatoma vulgaris","Oligochaetae"
"Diatoma vulgaris","Baetis sp."
"Diatoma vulgaris","Caenis rivulorum"
"Diatoma vulgaris","Ceratopogonidae"
"Diatoma vulgaris","Chironomidae"
"Diatoma vulgaris","Ecclisopteryx gluttalata"
"Diatoma vulgaris","Elmis aenea Lv."
"Diatoma vulgaris","Ephemera danica"
"Diatoma vulgaris","Erpobdella"
"Diatoma vulgaris","Gammarus"
"Diatoma vulgaris","Gasterosteus"
"Diatoma vulgaris","Glossiphonia"
"Diatoma vulgaris","Heptagenia sulphurea"
"Diatoma vulgaris","Hydropsyche pellucidula"
"Diatoma vulgaris","Hydropsyche siltalai"
"Diatoma vulgaris","Lampetra planeri"
"Diatoma vulgaris","Leuctra hippopus"
"Diatoma vulgaris","Limnius volckmari Lv."
"Diatoma vulgaris","Odontocerum albicorne"
"Diatoma vulgaris","Phoxinus phoxinus"
"Diatoma vulgaris","Pisidium"
"Diatoma vulgaris","Potamophylax rotundipennis"
"Diatoma vulgaris","Potamopyrgus"
"Diatoma vulgaris","Rhyacophila septentrionis"
"Diatoma vulgaris","Serratella ignita"
"Diatoma vulgaris","Sericostoma personatum"
"Diatoma vulgaris","Silo nigricornis"
"Diatoma vulgaris","Simuliidae gra"
"Diatoma vulgaris","Tanypodinae"
"Dicranota sp.","Erpobdella"
"Dicranota sp.","Glossiphonia"
"Dicranota sp.","Phoxinus phoxinus"
"Dicranota sp.","Salmo trutta"
"Ephemera danica","Erpobdella"
"Ephemera danica","Glossiphonia"
"Erpobdella","Anguilla anguilla"
"Erpobdella","Salmo trutta"
"Fragilaria elliptica","Agapetus fuscipes"
"Fragilaria elliptica","Agapetus ochripes"
"Fragilaria elliptica","Ancylus"
"Fragilaria elliptica","Oligochaetae"
"Fragilaria elliptica","Baetis sp."
"Fragilaria elliptica","Caenis rivulorum"
"Fragilaria elliptica","Ceratopogonidae"
"Fragilaria elliptica","Chironomidae"
"Fragilaria elliptica","Ecclisopteryx gluttalata"
"Fragilaria elliptica","Elmis aenea Lv."
"Fragilaria elliptica","Ephemera danica"
"Fragilaria elliptica","Erpobdella"
"Fragilaria elliptica","Gammarus"
"Fragilaria elliptica","Gasterosteus"
"Fragilaria elliptica","Glossiphonia"
"Fragilaria elliptica","Heptagenia sulphurea"
"Fragilaria elliptica","Hydropsyche pellucidula"
"Fragilaria elliptica","Hydropsyche siltalai"
"Fragilaria elliptica","Lampetra planeri"
"Fragilaria elliptica","Leuctra hippopus"
"Fragilaria elliptica","Limnius volckmari Lv."
"Fragilaria elliptica","Odontocerum albicorne"
"Fragilaria elliptica","Phoxinus phoxinus"
"Fragilaria elliptica","Pisidium"
"Fragilaria elliptica","Potamophylax rotundipennis"
"Fragilaria elliptica","Potamopyrgus"
"Fragilaria elliptica","Rhyacophila septentrionis"
"Fragilaria elliptica","Serratella ignita"
"Fragilaria elliptica","Sericostoma personatum"
"Fragilaria elliptica","Silo nigricornis"
"Fragilaria elliptica","Simuliidae gra"
"Fragilaria elliptica","Tanypodinae"
"Fragilaria leptostauron","Agapetus fuscipes"
"Fragilaria leptostauron","Agapetus ochripes"
"Fragilaria leptostauron","Ancylus"
"Fragilaria leptostauron","Oligochaetae"
"Fragilaria leptostauron","Baetis sp."
"Fragilaria leptostauron","Caenis rivulorum"
"Fragilaria leptostauron","Ceratopogonidae"
"Fragilaria leptostauron","Chironomidae"
"Fragilaria leptostauron","Ecclisopteryx gluttalata"
"Fragilaria leptostauron","Elmis aenea Lv."
"Fragilaria leptostauron","Ephemera danica"
"Fragilaria leptostauron","Erpobdella"
"Fragilaria leptostauron","Gammarus"
"Fragilaria leptostauron","Gasterosteus"
"Fragilaria leptostauron","Glossiphonia"
"Fragilaria leptostauron","Heptagenia sulphurea"
"Fragilaria leptostauron","Hydropsyche pellucidula"
"Fragilaria leptostauron","Hydropsyche siltalai"
"Fragilaria leptostauron","Lampetra planeri"
"Fragilaria leptostauron","Leuctra hippopus"
"Fragilaria leptostauron","Limnius volckmari Lv."
"Fragilaria leptostauron","Odontocerum albicorne"
"Fragilaria leptostauron","Phoxinus phoxinus"
"Fragilaria leptostauron","Pisidium"
"Fragilaria leptostauron","Potamophylax rotundipennis"
"Fragilaria leptostauron","Potamopyrgus"
"Fragilaria leptostauron","Rhyacophila septentrionis"
"Fragilaria leptostauron","Serratella ignita"
"Fragilaria leptostauron","Sericostoma personatum"
"Fragilaria leptostauron","Silo nigricornis"
"Fragilaria leptostauron","Simuliidae gra"
"Fragilaria leptostauron","Tanypodinae"
"Fragilaria vaucheriae","Agapetus fuscipes"
"Fragilaria vaucheriae","Agapetus ochripes"
"Fragilaria vaucheriae","Ancylus"
"Fragilaria vaucheriae","Oligochaetae"
"Fragilaria vaucheriae","Baetis sp."
"Fragilaria vaucheriae","Caenis rivulorum"
"Fragilaria vaucheriae","Ceratopogonidae"
"Fragilaria vaucheriae","Chironomidae"
"Fragilaria vaucheriae","Ecclisopteryx gluttalata"
"Fragilaria vaucheriae","Elmis aenea Lv."
"Fragilaria vaucheriae","Ephemera danica"
"Fragilaria vaucheriae","Erpobdella"
"Fragilaria vaucheriae","Gammarus"
"Fragilaria vaucheriae","Gasterosteus"
"Fragilaria vaucheriae","Glossiphonia"
"Fragilaria vaucheriae","Heptagenia sulphurea"
"Fragilaria vaucheriae","Hydropsyche pellucidula"
"Fragilaria vaucheriae","Hydropsyche siltalai"
"Fragilaria vaucheriae","Lampetra planeri"
"Fragilaria vaucheriae","Leuctra hippopus"
"Fragilaria vaucheriae","Limnius volckmari Lv."
"Fragilaria vaucheriae","Odontocerum albicorne"
"Fragilaria vaucheriae","Phoxinus phoxinus"
"Fragilaria vaucheriae","Pisidium"
"Fragilaria vaucheriae","Potamophylax rotundipennis"
"Fragilaria vaucheriae","Potamopyrgus"
"Fragilaria vaucheriae","Rhyacophila septentrionis"
"Fragilaria vaucheriae","Serratella ignita"
"Fragilaria vaucheriae","Sericostoma personatum"
"Fragilaria vaucheriae","Silo nigricornis"
"Fragilaria vaucheriae","Simuliidae gra"
"Fragilaria vaucheriae","Tanypodinae"
"Gammarus","Anguilla anguilla"
"Gammarus","Cottus gobio"
"Gammarus","Erpobdella"
"Gammarus","Gasterosteus"
"Gammarus","Glossiphonia"
"Gammarus","Salmo trutta"
"Gammarus","Tanypodinae"
"Gasterosteus","Anguilla anguilla"
"Gasterosteus","Gasterosteus"
"Gomphonema olivaceum","Agapetus fuscipes"
"Gomphonema olivaceum","Agapetus ochripes"
"Gomphonema olivaceum","Ancylus"
"Gomphonema olivaceum","Oligochaetae"
"Gomphonema olivaceum","Baetis sp."
"Gomphonema olivaceum","Caenis rivulorum"
"Gomphonema olivaceum","Ceratopogonidae"
"Gomphonema olivaceum","Chironomidae"
"Gomphonema olivaceum","Ecclisopteryx gluttalata"
"Gomphonema olivaceum","Elmis aenea Lv."
"Gomphonema olivaceum","Ephemera danica"
"Gomphonema olivaceum","Erpobdella"
"Gomphonema olivaceum","Gammarus"
"Gomphonema olivaceum","Gasterosteus"
"Gomphonema olivaceum","Glossiphonia"
"Gomphonema olivaceum","Heptagenia sulphurea"
"Gomphonema olivaceum","Hydropsyche pellucidula"
"Gomphonema olivaceum","Hydropsyche siltalai"
"Gomphonema olivaceum","Lampetra planeri"
"Gomphonema olivaceum","Leuctra hippopus"
"Gomphonema olivaceum","Limnius volckmari Lv."
"Gomphonema olivaceum","Odontocerum albicorne"
"Gomphonema olivaceum","Phoxinus phoxinus"
"Gomphonema olivaceum","Pisidium"
"Gomphonema olivaceum","Potamophylax rotundipennis"
"Gomphonema olivaceum","Potamopyrgus"
"Gomphonema olivaceum","Rhyacophila septentrionis"
"Gomphonema olivaceum","Serratella ignita"
"Gomphonema olivaceum","Sericostoma personatum"
"Gomphonema olivaceum","Silo nigricornis"
"Gomphonema olivaceum","Simuliidae gra"
"Gomphonema olivaceum","Tanypodinae"
"Gongrosira incrustans","Agapetus fuscipes"
"Gongrosira incrustans","Agapetus ochripes"
"Gongrosira incrustans","Ancylus"
"Gongrosira incrustans","Oligochaetae"
"Gongrosira incrustans","Baetis sp."
"Gongrosira incrustans","Caenis rivulorum"
"Gongrosira incrustans","Ceratopogonidae"
"Gongrosira incrustans","Chironomidae"
"Gongrosira incrustans","Ecclisopteryx gluttalata"
"Gongrosira incrustans","Elmis aenea Lv."
"Gongrosira incrustans","Ephemera danica"
"Gongrosira incrustans","Erpobdella"
"Gongrosira incrustans","Gammarus"
"Gongrosira incrustans","Gasterosteus"
"Gongrosira incrustans","Glossiphonia"
"Gongrosira incrustans","Heptagenia sulphurea"
"Gongrosira incrustans","Hydropsyche pellucidula"
"Gongrosira incrustans","Hydropsyche siltalai"
"Gongrosira incrustans","Lampetra planeri"
"Gongrosira incrustans","Leuctra hippopus"
"Gongrosira incrustans","Limnius volckmari Lv."
"Gongrosira incrustans","Odontocerum albicorne"
"Gongrosira incrustans","Phoxinus phoxinus"
"Gongrosira incrustans","Pisidium"
"Gongrosira incrustans","Potamophylax rotundipennis"
"Gongrosira incrustans","Potamopyrgus"
"Gongrosira incrustans","Rhyacophila septentrionis"
"Gongrosira incrustans","Serratella ignita"
"Gongrosira incrustans","Sericostoma personatum"
"Gongrosira incrustans","Silo nigricornis"
"Gongrosira incrustans","Simuliidae gra"
"Gongrosira incrustans","Tanypodinae"
"Heptagenia sulphurea","Salmo trutta"
"Hydracarina","Cottus gobio"
"Hydracarina","Gasterosteus"
"Hydracarina","Phoxinus phoxinus"
"Hydropsyche pellucidula","Anguilla anguilla"
"Hydropsyche pellucidula","Cottus gobio"
"Hydropsyche pellucidula","Phoxinus phoxinus"
"Hydropsyche pellucidula","Salmo trutta"
"Hydropsyche siltalai","Anguilla anguilla"
"Hydropsyche siltalai","Cottus gobio"
"Hydropsyche siltalai","Phoxinus phoxinus"
"Hydropsyche siltalai","Salmo trutta"
"Isoperla grammatica","Anguilla anguilla"
"Isoperla grammatica","Isoperla grammatica"
"Isoperla grammatica","Phoxinus phoxinus"
"Isoperla grammatica","Salmo trutta"
"Lampetra planeri","Anguilla anguilla"
"Lampetra planeri","Salmo trutta"
"Leuctra hippopus","Dicranota sp."
"Leuctra hippopus","Gammarus"
"Leuctra hippopus","Isoperla grammatica"
"Leuctra hippopus","Phoxinus phoxinus"
"Leuctra hippopus","Rhyacophila septentrionis"
"Leuctra hippopus","Salmo trutta"
"Leuctra hippopus","Tanypodinae"
"Melosira varians","Agapetus fuscipes"
"Melosira varians","Agapetus ochripes"
"Melosira varians","Ancylus"
"Melosira varians","Oligochaetae"
"Melosira varians","Baetis sp."
"Melosira varians","Caenis rivulorum"
"Melosira varians","Ceratopogonidae"
"Melosira varians","Chironomidae"
"Melosira varians","Ecclisopteryx gluttalata"
"Melosira varians","Elmis aenea Lv."
"Melosira varians","Ephemera danica"
"Melosira varians","Erpobdella"
"Melosira varians","Gammarus"
"Melosira varians","Gasterosteus"
"Melosira varians","Glossiphonia"
"Melosira varians","Heptagenia sulphurea"
"Melosira varians","Hydropsyche pellucidula"
"Melosira varians","Hydropsyche siltalai"
"Melosira varians","Lampetra planeri"
"Melosira varians","Leuctra hippopus"
"Melosira varians","Limnius volckmari Lv."
"Melosira varians","Odontocerum albicorne"
"Melosira varians","Phoxinus phoxinus"
"Melosira varians","Pisidium"
"Melosira varians","Potamophylax rotundipennis"
"Melosira varians","Potamopyrgus"
"Melosira varians","Rhyacophila septentrionis"
"Melosira varians","Serratella ignita"
"Melosira varians","Sericostoma personatum"
"Melosira varians","Silo nigricornis"
"Melosira varians","Simuliidae gra"
"Melosira varians","Tanypodinae"
"Navicula gregoria","Agapetus fuscipes"
"Navicula gregoria","Agapetus ochripes"
"Navicula gregoria","Ancylus"
"Navicula gregoria","Oligochaetae"
"Navicula gregoria","Baetis sp."
"Navicula gregoria","Caenis rivulorum"
"Navicula gregoria","Ceratopogonidae"
"Navicula gregoria","Chironomidae"
"Navicula gregoria","Ecclisopteryx gluttalata"
"Navicula gregoria","Elmis aenea Lv."
"Navicula gregoria","Ephemera danica"
"Navicula gregoria","Erpobdella"
"Navicula gregoria","Gammarus"
"Navicula gregoria","Gasterosteus"
"Navicula gregoria","Glossiphonia"
"Navicula gregoria","Heptagenia sulphurea"
"Navicula gregoria","Hydropsyche pellucidula"
"Navicula gregoria","Hydropsyche siltalai"
"Navicula gregoria","Lampetra planeri"
"Navicula gregoria","Leuctra hippopus"
"Navicula gregoria","Limnius volckmari Lv."
"Navicula gregoria","Odontocerum albicorne"
"Navicula gregoria","Phoxinus phoxinus"
"Navicula gregoria","Pisidium"
"Navicula gregoria","Potamophylax rotundipennis"
"Navicula gregoria","Potamopyrgus"
"Navicula gregoria","Rhyacophila septentrionis"
"Navicula gregoria","Serratella ignita"
"Navicula gregoria","Sericostoma personatum"
"Navicula gregoria","Silo nigricornis"
"Navicula gregoria","Simuliidae gra"
"Navicula gregoria","Tanypodinae"
"Navicula lanceolata","Agapetus fuscipes"
"Navicula lanceolata","Agapetus ochripes"
"Navicula lanceolata","Ancylus"
"Navicula lanceolata","Oligochaetae"
"Navicula lanceolata","Baetis sp."
"Navicula lanceolata","Caenis rivulorum"
"Navicula lanceolata","Ceratopogonidae"
"Navicula lanceolata","Chironomidae"
"Navicula lanceolata","Ecclisopteryx gluttalata"
"Navicula lanceolata","Elmis aenea Lv."
"Navicula lanceolata","Ephemera danica"
"Navicula lanceolata","Erpobdella"
"Navicula lanceolata","Gammarus"
"Navicula lanceolata","Gasterosteus"
"Navicula lanceolata","Glossiphonia"
"Navicula lanceolata","Heptagenia sulphurea"
"Navicula lanceolata","Hydropsyche pellucidula"
"Navicula lanceolata","Hydropsyche siltalai"
"Navicula lanceolata","Lampetra planeri"
"Navicula lanceolata","Leuctra hippopus"
"Navicula lanceolata","Limnius volckmari Lv."
"Navicula lanceolata","Odontocerum albicorne"
"Navicula lanceolata","Phoxinus phoxinus"
"Navicula lanceolata","Pisidium"
"Navicula lanceolata","Potamophylax rotundipennis"
"Navicula lanceolata","Potamopyrgus"
"Navicula lanceolata","Rhyacophila septentrionis"
"Navicula lanceolata","Serratella ignita"
"Navicula lanceolata","Sericostoma personatum"
"Navicula lanceolata","Silo nigricornis"
"Navicula lanceolata","Simuliidae gra"
"Navicula lanceolata","Tanypodinae"
"Navicula menisculus","Agapetus fuscipes"
"Navicula menisculus","Agapetus ochripes"
"Navicula menisculus","Ancylus"
"Navicula menisculus","Oligochaetae"
"Navicula menisculus","Baetis sp."
"Navicula menisculus","Caenis rivulorum"
"Navicula menisculus","Ceratopogonidae"
"Navicula menisculus","Chironomidae"
"Navicula menisculus","Ecclisopteryx gluttalata"
"Navicula menisculus","Elmis aenea Lv."
"Navicula menisculus","Ephemera danica"
"Navicula menisculus","Erpobdella"
"Navicula menisculus","Gammarus"
"Navicula menisculus","Gasterosteus"
"Navicula menisculus","Glossiphonia"
"Navicula menisculus","Heptagenia sulphurea"
"Navicula menisculus","Hydropsyche pellucidula"
"Navicula menisculus","Hydropsyche siltalai"
"Navicula menisculus","Lampetra planeri"
"Navicula menisculus","Leuctra hippopus"
"Navicula menisculus","Limnius volckmari Lv."
"Navicula menisculus","Odontocerum albicorne"
"Navicula menisculus","Phoxinus phoxinus"
"Navicula menisculus","Pisidium"
"Navicula menisculus","Potamophylax rotundipennis"
"Navicula menisculus","Potamopyrgus"
"Navicula menisculus","Rhyacophila septentrionis"
