"resource","consumer"
"Eunotia incisa","Philopotamus montanus"
"Eunotia incisa","Protonemura meyeri"
"Eunotia incisa","Silo pallipes"
"Eunotia incisa","Tanypodinae undet."
"Eunotia incisa","Tipulidae undet."
"Eunotia rhomboidea","Ancylus fluviatilis"
"Eunotia rhomboidea","Annelidae undet."
"Eunotia rhomboidea","Baetis muticus"
"Eunotia rhomboidea","Baetis rhodani"
"Eunotia rhomboidea","Baetis scambus"
"Eunotia rhomboidea","Baetis sp."
"Eunotia rhomboidea","Baetis vernus"
"Eunotia rhomboidea","Chironomidae undet."
"Eunotia rhomboidea","Diplectrona felix"
"Eunotia rhomboidea","Elmis aenea Lv."
"Eunotia rhomboidea","Empididae undet."
"Eunotia rhomboidea","Gammarus pulex"
"Eunotia rhomboidea","Heptagenia lateralis"
"Eunotia rhomboidea","Hydropsyche siltalai"
"Eunotia rhomboidea","Leuctra inermis"
"Eunotia rhomboidea","Limnius volckmari Lv."
"Eunotia rhomboidea","Oulimnius sp. Lv."
"Eunotia rhomboidea","Philopotamus montanus"
"Eunotia rhomboidea","Protonemura meyeri"
"Eunotia rhomboidea","Silo pallipes"
"Eunotia rhomboidea","Tanypodinae undet."
"Eunotia rhomboidea","Tipulidae undet."
"Eunotia sp. (L)","Ancylus fluviatilis"
"Eunotia sp. (L)","Annelidae undet."
"Eunotia sp. (L)","Baetis muticus"
"Eunotia sp. (L)","Baetis rhodani"
"Eunotia sp. (L)","Baetis scambus"
"Eunotia sp. (L)","Baetis sp."
"Eunotia sp. (L)","Baetis vernus"
"Eunotia sp. (L)","Chironomidae undet."
"Eunotia sp. (L)","Diplectrona felix"
"Eunotia sp. (L)","Elmis aenea Lv."
"Eunotia sp. (L)","Empididae undet."
"Eunotia sp. (L)","Gammarus pulex"
"Eunotia sp. (L)","Heptagenia lateralis"
"Eunotia sp. (L)","Hydropsyche siltalai"
"Eunotia sp. (L)","Leuctra inermis"
"Eunotia sp. (L)","Limnius volckmari Lv."
"Eunotia sp. (L)","Oulimnius sp. Lv."
"Eunotia sp. (L)","Philopotamus montanus"
"Eunotia sp. (L)","Protonemura meyeri"
"Eunotia sp. (L)","Silo pallipes"
"Eunotia sp. (L)","Tanypodinae undet."
"Eunotia sp. (L)","Tipulidae undet."
"Fragilaria sp.","Annelidae undet."
"Fragilaria sp.","Baetis muticus"
"Fragilaria sp.","Baetis rhodani"
"Fragilaria sp.","Baetis scambus"
"Fragilaria sp.","Baetis sp."
"Fragilaria sp.","Baetis vernus"
"Fragilaria sp.","Chironomidae undet."
"Fragilaria sp.","Diplectrona felix"
"Fragilaria sp.","Elmis aenea Lv."
"Fragilaria sp.","Empididae undet."
"Fragilaria sp.","Gammarus pulex"
"Fragilaria sp.","Heptagenia lateralis"
"Fragilaria sp.","Hydropsyche siltalai"
"Fragilaria sp.","Leuctra inermis"
"Fragilaria sp.","Limnius volckmari Lv."
"Fragilaria sp.","Oulimnius sp. Lv."
"Fragilaria sp.","Philopotamus montanus"
"Fragilaria sp.","Protonemura meyeri"
"Fragilaria sp.","Silo pallipes"
"Fragilaria sp.","Tanypodinae undet."
"Fragilaria sp.","Tipulidae undet."
"Frustulia rhomboides var saxonica","Ancylus fluviatilis"
"Frustulia rhomboides var saxonica","Annelidae undet."
"Frustulia rhomboides var saxonica","Baetis muticus"
"Frustulia rhomboides var saxonica","Baetis rhodani"
"Frustulia rhomboides var saxonica","Baetis scambus"
"Frustulia rhomboides var saxonica","Baetis sp."
"Frustulia rhomboides var saxonica","Baetis vernus"
"Frustulia rhomboides var saxonica","Chironomidae undet."
"Frustulia rhomboides var saxonica","Diplectrona felix"
"Frustulia rhomboides var saxonica","Elmis aenea Lv."
"Frustulia rhomboides var saxonica","Empididae undet."
"Frustulia rhomboides var saxonica","Gammarus pulex"
"Frustulia rhomboides var saxonica","Heptagenia lateralis"
"Frustulia rhomboides var saxonica","Hydropsyche siltalai"
"Frustulia rhomboides var saxonica","Leuctra inermis"
"Frustulia rhomboides var saxonica","Limnius volckmari Lv."
"Frustulia rhomboides var saxonica","Oulimnius sp. Lv."
"Frustulia rhomboides var saxonica","Philopotamus montanus"
"Frustulia rhomboides var saxonica","Protonemura meyeri"
"Frustulia rhomboides var saxonica","Silo pallipes"
"Frustulia rhomboides var saxonica","Tanypodinae undet."
"Frustulia rhomboides var saxonica","Tipulidae undet."
"Peronia fibula","Ancylus fluviatilis"
"Peronia fibula","Annelidae undet."
"Peronia fibula","Baetis muticus"
"Peronia fibula","Baetis rhodani"
"Peronia fibula","Baetis scambus"
"Peronia fibula","Baetis sp."
"Peronia fibula","Baetis vernus"
"Peronia fibula","Chironomidae undet."
"Peronia fibula","Diplectrona felix"
"Peronia fibula","Elmis aenea Lv."
"Peronia fibula","Empididae undet."
"Peronia fibula","Gammarus pulex"
"Peronia fibula","Heptagenia lateralis"
"Peronia fibula","Hydropsyche siltalai"
"Peronia fibula","Leuctra inermis"
"Peronia fibula","Limnius volckmari Lv."
"Peronia fibula","Oulimnius sp. Lv."
"Peronia fibula","Philopotamus montanus"
"Peronia fibula","Protonemura meyeri"
"Peronia fibula","Silo pallipes"
"Peronia fibula","Tanypodinae undet."
"Peronia fibula","Tipulidae undet."
"Pinnularia subcapitata","Ancylus fluviatilis"
"Pinnularia subcapitata","Annelidae undet."
"Pinnularia subcapitata","Baetis muticus"
"Pinnularia subcapitata","Baetis rhodani"
"Pinnularia subcapitata","Baetis scambus"
"Pinnularia subcapitata","Baetis sp."
"Pinnularia subcapitata","Baetis vernus"
"Pinnularia subcapitata","Chironomidae undet."
"Pinnularia subcapitata","Diplectrona felix"
"Pinnularia subcapitata","Elmis aenea Lv."
"Pinnularia subcapitata","Empididae undet."
"Pinnularia subcapitata","Gammarus pulex"
"Pinnularia subcapitata","Heptagenia lateralis"
"Pinnularia subcapitata","Hydropsyche siltalai"
"Pinnularia subcapitata","Leuctra inermis"
"Pinnularia subcapitata","Limnius volckmari Lv."
"Pinnularia subcapitata","Oulimnius sp. Lv."
"Pinnularia subcapitata","Philopotamus montanus"
"Pinnularia subcapitata","Protonemura meyeri"
"Pinnularia subcapitata","Silo pallipes"
"Pinnularia subcapitata","Tanypodinae undet."
"Pinnularia subcapitata","Tipulidae undet."
"Eunotia exigua","Ancylus fluviatilis"
"Eunotia exigua","Annelidae undet."
"Eunotia exigua","Baetis muticus"
"Eunotia exigua","Baetis rhodani"
"Eunotia exigua","Baetis scambus"
"Eunotia exigua","Baetis sp."
"Eunotia exigua","Baetis vernus"
"Eunotia exigua","Chironomidae undet."
"Eunotia exigua","Diplectrona felix"
"Eunotia exigua","Elmis aenea Lv."
"Eunotia exigua","Empididae undet."
"Eunotia exigua","Gammarus pulex"
"Eunotia exigua","Heptagenia lateralis"
"Eunotia exigua","Hydropsyche siltalai"
"Eunotia exigua","Leuctra inermis"
"Eunotia exigua","Limnius volckmari Lv."
"Eunotia exigua","Oulimnius sp. Lv."
"Eunotia exigua","Philopotamus montanus"
"Eunotia exigua","Protonemura meyeri"
"Eunotia exigua","Silo pallipes"
"Eunotia exigua","Tanypodinae undet."
"Eunotia exigua","Tipulidae undet."
"Achnanthes sp.","Baetis muticus"
"Achnanthes sp.","Baetis rhodani"
"Achnanthes sp.","Baetis scambus"
"Achnanthes sp.","Baetis sp."
"Achnanthes sp.","Baetis vernus"
"Achnanthes sp.","Chironomidae undet."
"Achnanthes sp.","Diplectrona felix"
"Achnanthes sp.","Elmis aenea Lv."
"Achnanthes sp.","Empididae undet."
"Achnanthes sp.","Gammarus pulex"
"Achnanthes sp.","Heptagenia lateralis"
"Achnanthes sp.","Hydropsyche siltalai"
"Achnanthes sp.","Leuctra inermis"
"Achnanthes sp.","Limnius volckmari Lv."
"Achnanthes sp.","Oulimnius sp. Lv."
"Achnanthes sp.","Philopotamus montanus"
"Achnanthes sp.","Protonemura meyeri"
"Achnanthes sp.","Silo pallipes"
"Achnanthes sp.","Tanypodinae undet."
"Achnanthes sp.","Tipulidae undet."
"Tabellaria flocculosa","Annelidae undet."
"Tabellaria flocculosa","Baetis muticus"
"Tabellaria flocculosa","Baetis rhodani"
"Tabellaria flocculosa","Baetis scambus"
"Tabellaria flocculosa","Baetis sp."
"Tabellaria flocculosa","Baetis vernus"
"Tabellaria flocculosa","Chironomidae undet."
"Tabellaria flocculosa","Diplectrona felix"
"Tabellaria flocculosa","Elmis aenea Lv."
"Tabellaria flocculosa","Empididae undet."
"Tabellaria flocculosa","Gammarus pulex"
"Tabellaria flocculosa","Heptagenia lateralis"
"Tabellaria flocculosa","Hydropsyche siltalai"
"Tabellaria flocculosa","Leuctra inermis"
"Tabellaria flocculosa","Limnius volckmari Lv."
"Tabellaria flocculosa","Oulimnius sp. Lv."
"Tabellaria flocculosa","Philopotamus montanus"
"Tabellaria flocculosa","Protonemura meyeri"
"Tabellaria flocculosa","Silo pallipes"
"Tabellaria flocculosa","Tanypodinae undet."
"Tabellaria flocculosa","Tipulidae undet."
"Tanypodinae undet.","Calopteryx splendens"
"Tanypodinae undet.","Chloroperla tripunctata"
"Tanypodinae undet.","Isoperla grammatica"
"Tanypodinae undet.","Perla bipunctata"
"Tanypodinae undet.","Salmo trutta"
"Tanypodinae undet.","Siphonoperla torrentium"
"Tanypodinae undet.","Tanypodinae undet."
"Tipulidae undet.","Salmo trutta"
"Tipulidae undet.","Tanypodinae undet."
"Chloroperla tripunctata","Salmo trutta"
"Elmis aenea Lv.","Salmo trutta"
"Empididae undet.","Salmo trutta"
"Gyrinidae undet. Lv.","Salmo trutta"
"Limnius volckmari Lv.","Salmo trutta"
"Oulimnius sp. Lv.","Salmo trutta"
"Perla bipunctata","Salmo trutta"
"Philopotamus montanus","Salmo trutta"
"Silo pallipes","Salmo trutta"
"Siphonoperla torrentium","Salmo trutta"
"Calopteryx splendens","Salmo trutta"
"Gomphonema","Chironomidae undet."
"CPOM","Chironomidae undet."
"FPOM","Chironomidae undet."
"Gomphonema","Diplectrona felix"
"CPOM","Diplectrona felix"
"FPOM","Diplectrona felix"
"FPOM","Elmis aenea Lv."
"Gomphonema","Empididae undet."
"FPOM","Empididae undet."
"Gomphonema","Gammarus pulex"
"CPOM","Gammarus pulex"
"FPOM","Gammarus pulex"
"Chironomidae undet.","Gyrinidae undet. Lv."
"Leuctra inermis","Gyrinidae undet. Lv."
"Gomphonema","Heptagenia lateralis"
"CPOM","Heptagenia lateralis"
"FPOM","Heptagenia lateralis"
"Gomphonema","Hydropsyche siltalai"
"CPOM","Hydropsyche siltalai"
"FPOM","Hydropsyche siltalai"
"Siphonoperla torrentium","Ancylus fluviatilis"
"FPOM","Ancylus fluviatilis"
"Gomphonema","Leuctra inermis"
"CPOM","Leuctra inermis"
"FPOM","Leuctra inermis"
"Gomphonema","Limnius volckmari Lv."
"CPOM","Limnius volckmari Lv."
"FPOM","Limnius volckmari Lv."
"Gomphonema","Oulimnius sp. Lv."
"CPOM","Oulimnius sp. Lv."
"FPOM","Oulimnius sp. Lv."
"Gomphonema","Philopotamus montanus"
"CPOM","Philopotamus montanus"
"FPOM","Philopotamus montanus"
"Gomphonema","Protonemura meyeri"
"CPOM","Protonemura meyeri"
"FPOM","Protonemura meyeri"
"FPOM","Silo pallipes"
"CPOM","Tanypodinae undet."
"FPOM","Tanypodinae undet."
"CPOM","Tipulidae undet."
"FPOM","Tipulidae undet."
"CPOM","Annelidae undet."
"FPOM","Annelidae undet."
"CPOM","Baetis muticus"
"FPOM","Baetis muticus"
"CPOM","Baetis rhodani"
"FPOM","Baetis rhodani"
"CPOM","Baetis scambus"
"FPOM","Baetis scambus"
"CPOM","Baetis sp."
"FPOM","Baetis sp."
"CPOM","Baetis vernus"
"FPOM","Baetis vernus"
