"resource","consumer"
"Eunotia rhomboidea","Tipulidae undet."
"Halesus radiatus","Plectrocnemia conspersa"
"Halesus radiatus","Salmo trutta"
"Leuctra nigra","Cordulegaster boltonii"
"Leuctra nigra","Plectrocnemia conspersa"
"Leuctra nigra","Salmo trutta"
"Leuctra nigra","Sialis fuliginosa"
"Leuctra nigra","Siphonoperla torrentium"
"Leuctra nigra","Tanypodinae undet."
"Nemurella pictetii","Cordulegaster boltonii"
"Nemurella pictetii","Plectrocnemia conspersa"
"Nemurella pictetii","Salmo trutta"
"Nemurella pictetii","Sialis fuliginosa"
"Nemurella pictetii","Siphonoperla torrentium"
"Nemurella pictetii","Tanypodinae undet."
"Pisidium sp.","Salmo trutta"
"Plectrocnemia conspersa","Cordulegaster boltonii"
"Plectrocnemia conspersa","Plectrocnemia conspersa"
"Plectrocnemia conspersa","Salmo trutta"
"Plectrocnemia conspersa","Sialis fuliginosa"
"Plectrocnemia conspersa","Tanypodinae undet."
"Salmo trutta","Salmo trutta"
"Sialis fuliginosa","Cordulegaster boltonii"
"Sialis fuliginosa","Plectrocnemia conspersa"
"Sialis fuliginosa","Salmo trutta"
"Sialis fuliginosa","Sialis fuliginosa"
"Sialis fuliginosa","Tanypodinae undet."
"Simuliidae gra","Cordulegaster boltonii"
"Simuliidae gra","Plectrocnemia conspersa"
"Simuliidae gra","Salmo trutta"
"Simuliidae gra","Sialis fuliginosa"
"Simuliidae gra","Siphonoperla torrentium"
"Simuliidae gra","Tanypodinae undet."
"Simuliidae grb","Cordulegaster boltonii"
"Simuliidae grb","Plectrocnemia conspersa"
"Simuliidae grb","Salmo trutta"
"Simuliidae grb","Sialis fuliginosa"
"Simuliidae grb","Siphonoperla torrentium"
"Simuliidae grb","Tanypodinae undet."
"Simuliidae undet.","Cordulegaster boltonii"
"Simuliidae undet.","Plectrocnemia conspersa"
"Simuliidae undet.","Salmo trutta"
"Simuliidae undet.","Sialis fuliginosa"
"Simuliidae undet.","Siphonoperla torrentium"
"Simuliidae undet.","Tanypodinae undet."
"Siphonoperla torrentium","Cordulegaster boltonii"
"Siphonoperla torrentium","Plectrocnemia conspersa"
"Siphonoperla torrentium","Sialis fuliginosa"
"Siphonoperla torrentium","Siphonoperla torrentium"
"Siphonoperla torrentium","Tanypodinae undet."
"Tabellaria flocculosa","Ceratopogonidae undet."
"Tabellaria flocculosa","Chironomidae undet."
"Tabellaria flocculosa","Halesus radiatus"
"Tabellaria flocculosa","Leuctra nigra"
"Tabellaria flocculosa","Limnius volckmari Lv."
"Tabellaria flocculosa","Nemurella pictetii"
"Tabellaria flocculosa","Pisidium sp."
"Tabellaria flocculosa","Plectrocnemia conspersa"
"Tabellaria flocculosa","Sialis fuliginosa"
"Tabellaria flocculosa","Simuliidae gra"
"Tabellaria flocculosa","Simuliidae grb"
"Tabellaria flocculosa","Simuliidae undet."
"Tabellaria flocculosa","Tanypodinae undet."
"Tabellaria flocculosa","Tipulidae undet."
"Tanypodinae undet.","Cordulegaster boltonii"
"Tanypodinae undet.","Plectrocnemia conspersa"
"Tanypodinae undet.","Salmo trutta"
"Tanypodinae undet.","Sialis fuliginosa"
"Tanypodinae undet.","Siphonoperla torrentium"
"Tanypodinae undet.","Tanypodinae undet."
"Tipulidae undet.","Cordulegaster boltonii"
"Tipulidae undet.","Plectrocnemia conspersa"
"Tipulidae undet.","Salmo trutta"
"Tipulidae undet.","Sialis fuliginosa"
"Tipulidae undet.","Tanypodinae undet."
"CPOM","Chironomidae undet."
"CPOM","Halesus radiatus"
"CPOM","Leuctra nigra"
"CPOM","Limnius volckmari Lv."
"CPOM","Nemurella pictetii"
"CPOM","Sialis fuliginosa"
"CPOM","Tanypodinae undet."
"CPOM","Tipulidae undet."
"FPOM","Chironomidae undet."
"FPOM","Halesus radiatus"
"FPOM","Leuctra nigra"
"FPOM","Limnius volckmari Lv."
"FPOM","Nemurella pictetii"
"FPOM","Sialis fuliginosa"
"FPOM","Tanypodinae undet."
"FPOM","Tipulidae undet."
"FPOM","Ceratopogonidae undet."
"FPOM","Simuliidae gra"
"FPOM","Simuliidae grb"
"FPOM","Simuliidae undet."
"Sialis fuliginosa","Ceratopogonidae undet."
