"resource","consumer"
"Eunotia rhomboidea","Tanypodinae undet."
"Eunotia rhomboidea","Tinodes waeneri"
"Eunotia rhomboidea","Tipulidae undet."
"Eunotia sp. (L)","Amphinemura sulcicollis"
"Eunotia sp. (L)","Annelidae undet."
"Eunotia sp. (L)","Baetis rhodani"
"Eunotia sp. (L)","Baetis vernus"
"Eunotia sp. (L)","Ceratopogonidae undet."
"Eunotia sp. (L)","Chironomidae"
"Eunotia sp. (L)","Halesus radiatus"
"Eunotia sp. (L)","Heptagenia lateralis"
"Eunotia sp. (L)","Oulimnius sp. Lv."
"Eunotia sp. (L)","Oxyethira sp."
"Eunotia sp. (L)","Plectrocnemia conspersa"
"Eunotia sp. (L)","Simuliidae gra"
"Eunotia sp. (L)","Simuliidae grb"
"Eunotia sp. (L)","Simuliidae grd"
"Eunotia sp. (L)","Tanypodinae undet."
"Eunotia sp. (L)","Tinodes waeneri"
"Eunotia sp. (L)","Tipulidae undet."
"Fragilaria sp.","Amphinemura sulcicollis"
"Fragilaria sp.","Annelidae undet."
"Fragilaria sp.","Baetis rhodani"
"Fragilaria sp.","Baetis vernus"
"Fragilaria sp.","Ceratopogonidae undet."
"Fragilaria sp.","Chironomidae"
"Fragilaria sp.","Halesus radiatus"
"Fragilaria sp.","Heptagenia lateralis"
"Fragilaria sp.","Oulimnius sp. Lv."
"Fragilaria sp.","Oxyethira sp."
"Fragilaria sp.","Plectrocnemia conspersa"
"Fragilaria sp.","Simuliidae gra"
"Fragilaria sp.","Simuliidae grb"
"Fragilaria sp.","Simuliidae grd"
"Fragilaria sp.","Tanypodinae undet."
"Fragilaria sp.","Tinodes waeneri"
"Fragilaria sp.","Tipulidae undet."
"Frustulia rhomboides var saxonnica","Amphinemura sulcicollis"
"Frustulia rhomboides var saxonnica","Annelidae undet."
"Frustulia rhomboides var saxonnica","Baetis rhodani"
"Frustulia rhomboides var saxonnica","Baetis vernus"
"Frustulia rhomboides var saxonnica","Ceratopogonidae undet."
"Frustulia rhomboides var saxonnica","Chironomidae"
"Frustulia rhomboides var saxonnica","Halesus radiatus"
"Frustulia rhomboides var saxonnica","Heptagenia lateralis"
"Frustulia rhomboides var saxonnica","Oulimnius sp. Lv."
"Frustulia rhomboides var saxonnica","Oxyethira sp."
"Frustulia rhomboides var saxonnica","Plectrocnemia conspersa"
"Frustulia rhomboides var saxonnica","Simuliidae gra"
"Frustulia rhomboides var saxonnica","Simuliidae grb"
"Frustulia rhomboides var saxonnica","Simuliidae grd"
"Frustulia rhomboides var saxonnica","Tanypodinae undet."
"Frustulia rhomboides var saxonnica","Tinodes waeneri"
"Frustulia rhomboides var saxonnica","Tipulidae undet."
"Halesus radiatus","Plectrocnemia conspersa"
"Halesus radiatus","Salmo trutta"
"Heptagenia lateralis","Salmo trutta"
"Perionia fibula","Amphinemura sulcicollis"
"Perionia fibula","Annelidae undet."
"Perionia fibula","Baetis rhodani"
"Perionia fibula","Baetis vernus"
"Perionia fibula","Ceratopogonidae undet."
"Perionia fibula","Chironomidae"
"Perionia fibula","Halesus radiatus"
"Perionia fibula","Heptagenia lateralis"
"Perionia fibula","Oulimnius sp. Lv."
"Perionia fibula","Oxyethira sp."
"Perionia fibula","Plectrocnemia conspersa"
"Perionia fibula","Simuliidae gra"
"Perionia fibula","Simuliidae grb"
"Perionia fibula","Simuliidae grd"
"Perionia fibula","Tanypodinae undet."
"Perionia fibula","Tinodes waeneri"
"Perionia fibula","Tipulidae undet."
"Pinnularia subcapitata","Amphinemura sulcicollis"
"Pinnularia subcapitata","Annelidae undet."
"Pinnularia subcapitata","Baetis rhodani"
"Pinnularia subcapitata","Baetis vernus"
"Pinnularia subcapitata","Ceratopogonidae undet."
"Pinnularia subcapitata","Chironomidae"
"Pinnularia subcapitata","Halesus radiatus"
"Pinnularia subcapitata","Heptagenia lateralis"
"Pinnularia subcapitata","Oulimnius sp. Lv."
"Pinnularia subcapitata","Oxyethira sp."
"Pinnularia subcapitata","Plectrocnemia conspersa"
"Pinnularia subcapitata","Simuliidae gra"
"Pinnularia subcapitata","Simuliidae grb"
"Pinnularia subcapitata","Simuliidae grd"
"Pinnularia subcapitata","Tanypodinae undet."
"Pinnularia subcapitata","Tinodes waeneri"
"Pinnularia subcapitata","Tipulidae undet."
"Plectrocnemia conspersa","Cordulegaster boltonii"
"Plectrocnemia conspersa","Plectrocnemia conspersa"
"Plectrocnemia conspersa","Salmo trutta"
"Plectrocnemia conspersa","Tanypodinae undet."
"Salmo trutta","Salmo trutta"
"Simuliidae gra","Calopteryx splendens"
"Simuliidae gra","Cordulegaster boltonii"
"Simuliidae gra","Dicranota sp."
"Simuliidae gra","Plectrocnemia conspersa"
"Simuliidae gra","Salmo trutta"
"Simuliidae gra","Siphonoperla torrentium"
"Simuliidae gra","Tanypodinae undet."
"Simuliidae grb","Calopteryx splendens"
"Simuliidae grb","Cordulegaster boltonii"
"Simuliidae grb","Dicranota sp."
"Simuliidae grb","Plectrocnemia conspersa"
"Simuliidae grb","Salmo trutta"
"Simuliidae grb","Siphonoperla torrentium"
"Simuliidae grb","Tanypodinae undet."
"Simuliidae grd","Calopteryx splendens"
"Simuliidae grd","Cordulegaster boltonii"
"Simuliidae grd","Dicranota sp."
"Simuliidae grd","Plectrocnemia conspersa"
"Simuliidae grd","Salmo trutta"
"Simuliidae grd","Siphonoperla torrentium"
"Simuliidae grd","Tanypodinae undet."
"Siphonoperla torrentium","Cordulegaster boltonii"
"Siphonoperla torrentium","Plectrocnemia conspersa"
"Siphonoperla torrentium","Siphonoperla torrentium"
"Siphonoperla torrentium","Tanypodinae undet."
"Tabellaria flocculosa","Amphinemura sulcicollis"
"Tabellaria flocculosa","Annelidae undet."
"Tabellaria flocculosa","Baetis rhodani"
"Tabellaria flocculosa","Baetis vernus"
"Tabellaria flocculosa","Ceratopogonidae undet."
"Tabellaria flocculosa","Chironomidae"
"Tabellaria flocculosa","Halesus radiatus"
"Tabellaria flocculosa","Heptagenia lateralis"
"Tabellaria flocculosa","Oulimnius sp. Lv."
"Tabellaria flocculosa","Oxyethira sp."
"Tabellaria flocculosa","Plectrocnemia conspersa"
"Tabellaria flocculosa","Simuliidae gra"
"Tabellaria flocculosa","Simuliidae grb"
"Tabellaria flocculosa","Simuliidae grd"
"Tabellaria flocculosa","Tanypodinae undet."
"Tabellaria flocculosa","Tinodes waeneri"
"Tabellaria flocculosa","Tipulidae undet."
"Tanypodinae undet.","Calopteryx splendens"
"Tanypodinae undet.","Cordulegaster boltonii"
"Tanypodinae undet.","Dicranota sp."
"Tanypodinae undet.","Plectrocnemia conspersa"
"Tanypodinae undet.","Salmo trutta"
"Tanypodinae undet.","Siphonoperla torrentium"
"Tanypodinae undet.","Tanypodinae undet."
"Tipulidae undet.","Cordulegaster boltonii"
"Tipulidae undet.","Plectrocnemia conspersa"
"Tipulidae undet.","Salmo trutta"
"Tipulidae undet.","Tanypodinae undet."
"CPOM","Halesus radiatus"
"FPOM","Halesus radiatus"
"CPOM","Heptagenia lateralis"
"FPOM","Heptagenia lateralis"
"CPOM","Oulimnius sp. Lv."
"FPOM","Oulimnius sp. Lv."
"CPOM","Oxyethira sp."
"FPOM","Oxyethira sp."
"FPOM","Simuliidae gra"
"FPOM","Simuliidae grb"
"FPOM","Simuliidae grd"
"CPOM","Amphinemura sulcicollis"
"FPOM","Amphinemura sulcicollis"
"CPOM","Tanypodinae undet."
"FPOM","Tanypodinae undet."
"CPOM","Tinodes waeneri"
"FPOM","Tinodes waeneri"
"CPOM","Tipulidae undet."
"FPOM","Tipulidae undet."
"CPOM","Annelidae undet."
"FPOM","Annelidae undet."
"CPOM","Baetis rhodani"
"FPOM","Baetis rhodani"
"CPOM","Baetis vernus"
"FPOM","Baetis vernus"
"FPOM","Ceratopogonidae undet."
"CPOM","Chironomidae"
"FPOM","Chironomidae"
